YearQuarterId,YearGroupId,Year,Quarter,FailureUnit,Zone,ZoneCategory,Location,LocationCategory,Direction
2016-Q3,G2016,2016,Q3,36,1,Low,Vienne,D,South West
2015-Q1,G2015,2015,Q1,362,4,Very High,Overseas,O,Nil
2023-Q3,G2023,2023,Q3,176,3,High,Val-de-Marne,D,North Central
2018-Q3,G2018,2018,Q3,88,2,Medium,Corse,R,South
2024-Q2,G2024,2024,Q2,265,4,Very High,Isère ,D,South East
2024-Q4,G2024,2024,Q4,0,1,Low,Ain,D,South East
2024-Q1,G2024,2024,Q1,91,2,Medium,Tarn,D,South
2020-Q2,G2020,2020,Q2,497,4,Very High,Hauts-de-France,R,North
2016-Q1,G2016,2016,Q1,82,2,Medium, Lot-et-Garonne,D,South West
2020-Q1,G2020,2020,Q1,866,4,Very High,Hauts-de-France,R,North
2020-Q4,G2020,2020,Q4,61,2,Medium,Eure,D,North
2018-Q1,G2018,2018,Q1,172,3,High,Calvados,D,North
2020-Q2,G2020,2020,Q2,31,1,Low, Drôme,D,East
2014-Q3,G2014,2014,Q3,242,4,Very High,Pas-de-Calais ,D,North
2023-Q1,G2023,2023,Q1,291,4,Very High, Hauts-de-Seine,D,North Central
2016-Q1,G2016,2016,Q1,1973,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2014-Q1,G2014,2014,Q1,156,3,High, Martinique,C,Nil
2023-Q2,G2023,2023,Q2,49,2,Medium,Ardennes,D,North East
2023-Q1,G2023,2023,Q1,100,3,High,Ain,D,South East
2017-Q4,G2017,2017,Q4,52,2,Medium, Lot-et-Garonne,D,South West
2017-Q4,G2017,2017,Q4,14159,4,Very High,France,C,Nil
2018-Q3,G2018,2018,Q3,201,3,High,Seine-Maritime ,D,North
2023-Q1,G2023,2023,Q1,43,1,Low,Nièvre ,D,East
2019-Q2,G2019,2019,Q2,62,2,Medium,Manche,D,North
2022-Q4,G2022,2022,Q4,321,4,Very High,Overseas,O,Nil
2014-Q1,G2014,2014,Q1,26,1,Low,Alpes-de-Haute-Provence,D,South East
2017-Q1,G2017,2017,Q1,127,3,High, Dordogne,D,South West
2020-Q4,G2020,2020,Q4,31,1,Low, Cher,D,Central
2016-Q4,G2016,2016,Q4,64,2,Medium,Loir-et-Cher,D,Central
2016-Q1,G2016,2016,Q1,264,4,Very High,Seine-Maritime ,D,North
2016-Q1,G2016,2016,Q1,34,1,Low,Territoire de Belfort,D,East
2022-Q1,G2022,2022,Q1,27,1,Low,Corrèze ,D,South West
2014-Q1,G2014,2014,Q1,32,1,Low,Hautes-Alpes,D,South East
2018-Q4,G2018,2018,Q4,741,4,Very High,Seine-Saint-Denis,D,North Central
2024-Q3,G2024,2024,Q3,143,3,High,Maine-et-Loire,D,West
2017-Q1,G2017,2017,Q1,105,3,High,Aisne,D,North
2021-Q4,G2021,2021,Q4,80,2,Medium,Finistère,D,North West
2023-Q3,G2023,2023,Q3,31,1,Low, Gers,D,South
2024-Q4,G2024,2024,Q4,0,1,Low,Alpes-Maritimes,D,South East
2019-Q3,G2019,2019,Q3,97,2,Medium,Charente-Maritime,D,South West
2018-Q3,G2018,2018,Q3,161,3,High,Gard ,D,South
2021-Q3,G2021,2021,Q3,11,1,Low,Territoire de Belfort,D,East
2017-Q1,G2017,2017,Q1,332,4,Very High,Var ,D,South East
2019-Q2,G2019,2019,Q2,79,2,Medium,Sarthe,D,West
2016-Q3,G2016,2016,Q3,11671,4,Very High,France,C,Nil
2021-Q1,G2021,2021,Q1,63,2,Medium,Marne,D,North East
2014-Q3,G2014,2014,Q3,46,2,Medium, Cher,D,Central
2022-Q4,G2022,2022,Q4,63,2,Medium,Charente,D,South West
2018-Q3,G2018,2018,Q3,68,2,Medium,Côte-d'Or,D,East
2021-Q2,G2021,2021,Q2,23,1,Low,Ardèche,D,South East
2014-Q2,G2014,2014,Q2,277,4,Very High,Seine-et-Marne,D,North Central
2023-Q4,G2023,2023,Q4,32,1,Low, Ariège,D,South
2016-Q4,G2016,2016,Q4,60,2,Medium,Ardennes,D,North East
2016-Q4,G2016,2016,Q4,639,4,Very High, Normandie,R,North
2014-Q3,G2014,2014,Q3,137,3,High,Finistère,D,North West
2020-Q3,G2020,2020,Q3,19,1,Low,French Guiana,C,Nil
2024-Q1,G2024,2024,Q1,153,3,High,Marne,D,North East
2023-Q3,G2023,2023,Q3,112,3,High, Saône-et-Loire,D,East
2024-Q2,G2024,2024,Q2,52,2,Medium,Ardèche,D,South East
2023-Q1,G2023,2023,Q1,131,3,High,Puy-de-Dôme,D,South East
2022-Q1,G2022,2022,Q1,26,1,Low,Meuse ,D,North East
2020-Q3,G2020,2020,Q3,50,2,Medium, Meurthe-et-Moselle,D,North East
2016-Q2,G2016,2016,Q2,570,4,Very High,Nord,D,North
2019-Q3,G2019,2019,Q3,446,4,Very High,Bouches-du-Rhône,D,South East
2015-Q4,G2015,2015,Q4,16022,4,Very High,France,C,Nil
2024-Q1,G2024,2024,Q1,120,3,High,Vendée,D,West
2022-Q3,G2022,2022,Q3,616,4,Very High,Grand Est ,R,North East
2016-Q3,G2016,2016,Q3,30,1,Low, Ariège,D,South
2024-Q2,G2024,2024,Q2,50,2,Medium,Allier,D,South East
2014-Q2,G2014,2014,Q2,151,3,High, Côtes-d'Armor,D,North West
2019-Q2,G2019,2019,Q2,215,3,High,Essonne,D,North Central
2019-Q4,G2019,2019,Q4,370,4,Very High,Alpes-Maritimes,D,South East
2014-Q1,G2014,2014,Q1,87,2,Medium,Tarn,D,South
2022-Q4,G2022,2022,Q4,25,1,Low, Lot,D,South
2021-Q2,G2021,2021,Q2,49,2,Medium,Pyrénées-Atlantiques ,D,South West
2022-Q2,G2022,2022,Q2,134,3,High, Ille-et-Vilaine ,D,North West
2015-Q3,G2015,2015,Q3,58,2,Medium,Guadeloupe,C,Nil
2019-Q2,G2019,2019,Q2,136,3,High,Haut-Rhin ,D,North East
2019-Q3,G2019,2019,Q3,40,1,Low,Deux-Sèvres,D,South West
2015-Q2,G2015,2015,Q2,84,2,Medium,Charente,D,South West
2020-Q1,G2020,2020,Q1,70,2,Medium,Somme,D,North
2024-Q3,G2024,2024,Q3,76,2,Medium,Vendée,D,West
2021-Q2,G2021,2021,Q2,209,3,High, Bretagne,R,North West
2019-Q4,G2019,2019,Q4,190,3,High,Pas-de-Calais ,D,North
2021-Q1,G2021,2021,Q1,618,4,Very High,Paris,D,North Central
2018-Q3,G2018,2018,Q3,47,2,Medium,Corse-du-Sud,D,South
2016-Q1,G2016,2016,Q1,125,3,High,Marne,D,North East
2017-Q2,G2017,2017,Q2,158,3,High,Loire,D,South East
2023-Q2,G2023,2023,Q2,111,3,High,Marne,D,North East
2017-Q4,G2017,2017,Q4,7,1,Low,French Guiana,C,Nil
2021-Q4,G2021,2021,Q4,22,1,Low,Mayenne,D,West
2022-Q1,G2022,2022,Q1,96,2,Medium,Calvados,D,North
2017-Q3,G2017,2017,Q3,25,1,Low,Alpes-de-Haute-Provence,D,South East
2017-Q3,G2017,2017,Q3,77,2,Medium, Drôme,D,East
2016-Q2,G2016,2016,Q2,143,3,High,Charente-Maritime,D,South West
2021-Q4,G2021,2021,Q4,251,4,Very High,Alpes-Maritimes,D,South East
2017-Q1,G2017,2017,Q1,56,2,Medium,Aube,D,North East
2018-Q2,G2018,2018,Q2,66,2,Medium,Tarn,D,South
2015-Q3,G2015,2015,Q3,97,2,Medium, Doubs,D,East
2018-Q2,G2018,2018,Q2,86,2,Medium, Martinique,C,Nil
2020-Q2,G2020,2020,Q2,54,2,Medium,Calvados,D,North
2017-Q2,G2017,2017,Q2,91,2,Medium,Côte-d'Or,D,East
2024-Q3,G2024,2024,Q3,155,3,High,Loire,D,South East
2023-Q1,G2023,2023,Q1,121,3,High, Meurthe-et-Moselle,D,North East
2018-Q1,G2018,2018,Q1,98,3,High,Ain,D,South East
2022-Q2,G2022,2022,Q2,46,2,Medium,Ardèche,D,South East
2015-Q1,G2015,2015,Q1,141,3,High,Sarthe,D,West
2015-Q1,G2015,2015,Q1,2025,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2023-Q3,G2023,2023,Q3,51,2,Medium,Yonne,D,East
2019-Q2,G2019,2019,Q2,41,1,Low,Meuse ,D,North East
2015-Q4,G2015,2015,Q4,33,1,Low,Meuse ,D,North East
2024-Q3,G2024,2024,Q3,22,1,Low,Territoire de Belfort,D,East
2024-Q4,G2024,2024,Q4,0,1,Low,Paris,D,North Central
2022-Q3,G2022,2022,Q3,41,1,Low,Charente,D,South West
2022-Q1,G2022,2022,Q1,96,2,Medium, Drôme,D,East
2017-Q3,G2017,2017,Q3,230,4,Very High,Bas-Rhin,D,North East
2021-Q2,G2021,2021,Q2,36,1,Low,Yonne,D,East
2015-Q2,G2015,2015,Q2,107,3,High,Puy-de-Dôme,D,South East
2019-Q3,G2019,2019,Q3,74,2,Medium,Somme,D,North
2017-Q2,G2017,2017,Q2,71,2,Medium, Lot-et-Garonne,D,South West
2014-Q2,G2014,2014,Q2,135,3,High, Indre-et-Loire,D,South West
2023-Q1,G2023,2023,Q1,158,3,High,Pyrénées-Atlantiques ,D,South West
2014-Q1,G2014,2014,Q1,138,3,High,La Réunion,C,Nil
2023-Q4,G2023,2023,Q4,9,1,Low,Lozère ,D,South
2022-Q3,G2022,2022,Q3,119,3,High, Ille-et-Vilaine ,D,North West
2015-Q2,G2015,2015,Q2,45,1,Low,Indre ,D,Central
2020-Q1,G2020,2020,Q1,45,1,Low, Cher,D,Central
2016-Q1,G2016,2016,Q1,296,4,Very High, Hauts-de-Seine,D,North Central
2018-Q2,G2018,2018,Q2,68,2,Medium,Vienne,D,South West
2020-Q4,G2020,2020,Q4,244,4,Very High,Nord,D,North
2022-Q4,G2022,2022,Q4,144,3,High, Ille-et-Vilaine ,D,North West
2017-Q4,G2017,2017,Q4,184,3,High, Loire-Atlantique,D,West
2015-Q2,G2015,2015,Q2,183,3,High,Morbihan ,D,North West
2018-Q4,G2018,2018,Q4,69,2,Medium,Ardennes,D,North East
2020-Q1,G2020,2020,Q1,34,1,Low,Corse-du-Sud,D,South
2022-Q1,G2022,2022,Q1,394,4,Very High, Normandie,R,North
2015-Q1,G2015,2015,Q1,782,4,Very High, Bretagne,R,North West
2024-Q3,G2024,2024,Q3,13711,4,Very High,France,C,Nil
2018-Q4,G2018,2018,Q4,74,2,Medium,Ardèche,D,South East
2023-Q2,G2023,2023,Q2,261,4,Very High,Isère ,D,South East
2024-Q3,G2024,2024,Q3,28,1,Low,Nièvre ,D,East
2021-Q1,G2021,2021,Q1,40,1,Low,Allier,D,South East
2024-Q3,G2024,2024,Q3,53,2,Medium,Corse-du-Sud,D,South
2014-Q3,G2014,2014,Q3,136,3,High, Indre-et-Loire,D,South West
2019-Q1,G2019,2019,Q1,281,4,Very High,Isère ,D,South East
2021-Q1,G2021,2021,Q1,64,2,Medium,Maine-et-Loire,D,West
2023-Q2,G2023,2023,Q2,435,4,Very High,Overseas,O,Nil
2014-Q3,G2014,2014,Q3,104,3,High, Doubs,D,East
2016-Q2,G2016,2016,Q2,317,4,Very High,Seine-et-Marne,D,North Central
2018-Q1,G2018,2018,Q1,75,2,Medium,Charente,D,South West
2014-Q2,G2014,2014,Q2,99,3,High,Somme,D,North
2018-Q4,G2018,2018,Q4,72,2,Medium, Lot-et-Garonne,D,South West
2023-Q1,G2023,2023,Q1,45,1,Low,Mayenne,D,West
2018-Q2,G2018,2018,Q2,110,3,High, Indre-et-Loire,D,South West
2014-Q3,G2014,2014,Q3,523,4,Very High,Bouches-du-Rhône,D,South East
2015-Q2,G2015,2015,Q2,1305,4,Very High,Occitanie ,R,South
2016-Q4,G2016,2016,Q4,143,3,High,Finistère,D,North West
2024-Q2,G2024,2024,Q2,10,1,Low,French Guiana,C,Nil
2024-Q4,G2024,2024,Q4,0,1,Low,Moselle,D,North East
2024-Q4,G2024,2024,Q4,0,1,Low, Indre-et-Loire,D,South West
2020-Q2,G2020,2020,Q2,111,3,High, Hauts-de-Seine,D,North Central
2016-Q2,G2016,2016,Q2,176,3,High,Morbihan ,D,North West
2018-Q1,G2018,2018,Q1,536,4,Very High,Bouches-du-Rhône,D,South East
2016-Q3,G2016,2016,Q3,1418,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2018-Q4,G2018,2018,Q4,56,2,Medium,Indre ,D,Central
2017-Q3,G2017,2017,Q3,495,4,Very High,Bouches-du-Rhône,D,South East
2015-Q3,G2015,2015,Q3,71,2,Medium,Eure-et-Loir,D,Central
2022-Q3,G2022,2022,Q3,48,2,Medium,Vienne,D,South West
2020-Q3,G2020,2020,Q3,56,2,Medium, Savoie ,D,South East
2023-Q3,G2023,2023,Q3,260,4,Very High, Hauts-de-Seine,D,North Central
2022-Q1,G2022,2022,Q1,101,3,High, Pyrénées-Orientales ,D,South
2019-Q1,G2019,2019,Q1,177,3,High, Meurthe-et-Moselle,D,North East
2017-Q3,G2017,2017,Q3,21,1,Low, Gers,D,South
2014-Q1,G2014,2014,Q1,282,4,Very High,Seine-Maritime ,D,North
2020-Q1,G2020,2020,Q1,46,2,Medium,Ardennes,D,North East
2018-Q1,G2018,2018,Q1,85,2,Medium,Eure-et-Loir,D,Central
2018-Q4,G2018,2018,Q4,56,2,Medium,Deux-Sèvres,D,South West
2019-Q4,G2019,2019,Q4,125,3,High,Hérault ,D,South
2019-Q3,G2019,2019,Q3,95,2,Medium, Pyrénées-Orientales ,D,South
2020-Q1,G2020,2020,Q1,99,3,High,Loiret ,D,Central
2022-Q2,G2022,2022,Q2,69,2,Medium, Côtes-d'Armor,D,North West
2023-Q2,G2023,2023,Q2,53,2,Medium,Aube,D,North East
2023-Q2,G2023,2023,Q2,372,4,Very High,Hérault ,D,South
2024-Q4,G2024,2024,Q4,0,1,Low,Marne,D,North East
2022-Q4,G2022,2022,Q4,81,2,Medium,Eure,D,North
2015-Q2,G2015,2015,Q2,149,3,High, Pyrénées-Orientales ,D,South
2022-Q4,G2022,2022,Q4,29,1,Low,Nièvre ,D,East
2020-Q3,G2020,2020,Q3,21,1,Low,Indre ,D,Central
2021-Q4,G2021,2021,Q4,162,3,High,Var ,D,South East
2020-Q1,G2020,2020,Q1,216,3,High,Val-d'Oise ,D,North Central
2024-Q4,G2024,2024,Q4,0,1,Low, Meurthe-et-Moselle,D,North East
2014-Q4,G2014,2014,Q4,593,4,Very High,Nord,D,North
2024-Q1,G2024,2024,Q1,1192,4,Very High,Grand Est ,R,North East
2015-Q4,G2015,2015,Q4,70,2,Medium,Aube,D,North East
2020-Q1,G2020,2019,Q1,23,1,Low,French Guiana,C,Nil
2014-Q2,G2014,2014,Q2,28,1,Low,Cantal,D,South East
2024-Q1,G2024,2024,Q1,193,3,High,Gard ,D,South
2018-Q1,G2018,2018,Q1,277,4,Very High,Pas-de-Calais ,D,North
2018-Q1,G2018,2018,Q1,262,4,Very High,Val-d'Oise ,D,North Central
2023-Q3,G2023,2023,Q3,176,3,High,Essonne,D,North Central
2022-Q3,G2022,2022,Q3,337,4,Very High,Bourgogne-Frenche-Comté,R,West
2019-Q3,G2019,2019,Q3,29,1,Low, Lot,D,South
2019-Q1,G2019,2019,Q1,1347,4,Very High,Nouvelle-Aquitaine,R,South West
2024-Q4,G2024,2024,Q4,0,1,Low, Lot-et-Garonne,D,South West
2017-Q3,G2017,2017,Q3,56,2,Medium,Manche,D,North
2023-Q1,G2023,2023,Q1,19,1,Low,Cantal,D,South East
2019-Q3,G2019,2019,Q3,200,3,High,Haute-Garonne,D,South
2021-Q1,G2021,2021,Q1,33,1,Low,Charente,D,South West
2020-Q2,G2020,2020,Q2,118,3,High,Val-de-Marne,D,North Central
2016-Q4,G2016,2016,Q4,127,3,High,Vendée,D,West
2018-Q1,G2018,2018,Q1,41,1,Low,Haute-Saône,D,East
2024-Q4,G2024,2024,Q4,0,1,Low, Hauts-de-Seine,D,North Central
2023-Q4,G2023,2023,Q4,8,1,Low,French Guiana,C,Nil
2017-Q4,G2017,2017,Q4,211,3,High,Hérault ,D,South
2020-Q3,G2020,2020,Q3,15,1,Low,Hautes-Alpes,D,South East
2020-Q1,G2020,2020,Q1,63,2,Medium, Landes ,D,South West
2016-Q3,G2016,2016,Q3,87,2,Medium, Indre-et-Loire,D,South West
2014-Q4,G2014,2014,Q4,174,3,High,Vaucluse ,D,South East
2014-Q1,G2014,2014,Q1,67,2,Medium,Loir-et-Cher,D,Central
2014-Q4,G2014,2014,Q4,361,4,Very High, Hauts-de-Seine,D,North Central
2015-Q2,G2015,2015,Q2,247,4,Very High,Moselle,D,North East
2017-Q2,G2017,2017,Q2,19,1,Low,Territoire de Belfort,D,East
2019-Q3,G2019,2019,Q3,37,1,Low,Loir-et-Cher,D,Central
2014-Q4,G2014,2014,Q4,66,2,Medium,Guadeloupe,C,Nil
2018-Q2,G2018,2018,Q2,275,4,Very High,Pas-de-Calais ,D,North
2018-Q4,G2018,2018,Q4,56,2,Medium,Yonne,D,East
2022-Q2,G2022,2022,Q2,171,3,High,Val-d'Oise ,D,North Central
2018-Q3,G2018,2018,Q3,27,1,Low,Meuse ,D,North East
2014-Q1,G2014,2014,Q1,67,2,Medium, Cher,D,Central
2022-Q3,G2022,2022,Q3,30,1,Low,Ardennes,D,North East
2017-Q4,G2017,2017,Q4,583,4,Very High,Pays de la Loire,R,West
2021-Q1,G2021,2021,Q1,17,1,Low,Nièvre ,D,East
2019-Q4,G2019,2019,Q4,80,2,Medium,Sarthe,D,West
2016-Q4,G2016,2016,Q4,452,4,Very High,Centre-Val de Loire,R,Central
2015-Q3,G2015,2015,Q3,75,2,Medium, Martinique,C,Nil
2021-Q1,G2021,2021,Q1,52,2,Medium,Aisne,D,North
2022-Q3,G2022,2022,Q3,55,2,Medium,Tarn,D,South
2020-Q3,G2020,2020,Q3,27,1,Low, Lot-et-Garonne,D,South West
2014-Q1,G2014,2014,Q1,108,3,High,Vosges,D,North East
2024-Q4,G2024,2024,Q4,0,1,Low,Bourgogne-Frenche-Comté,R,West
2021-Q2,G2021,2021,Q2,28,1,Low,Vienne,D,South West
2016-Q2,G2016,2016,Q2,106,3,High,Vendée,D,West
2022-Q3,G2022,2022,Q3,8,1,Low,Territoire de Belfort,D,East
2018-Q3,G2018,2018,Q3,93,2,Medium,Aisne,D,North
2024-Q3,G2024,2024,Q3,15,1,Low,Creuse,D,South West
2015-Q1,G2015,2015,Q1,2,1,Low,French Teritories,OFOT,Nil
2021-Q3,G2021,2021,Q3,141,3,High,Gironde,D,South West
2014-Q4,G2014,2014,Q4,73,2,Medium,Vosges,D,North East
2014-Q2,G2014,2014,Q2,15624,4,Very High,France,C,Nil
2021-Q4,G2021,2021,Q4,326,4,Very High, Normandie,R,North
2014-Q2,G2014,2014,Q2,42,1,Low,Haute-Loire ,D,South East
2021-Q1,G2021,2021,Q1,11,1,Low, Hautes-Pyrénées,D,South
2021-Q4,G2021,2021,Q4,164,3,High,Gironde,D,South West
2019-Q4,G2019,2019,Q4,24,1,Low, Lot,D,South
2014-Q1,G2014,2014,Q1,17,1,Low,French Guiana,C,Nil
2021-Q2,G2021,2021,Q2,32,1,Low,Somme,D,North
2019-Q1,G2019,2019,Q1,84,2,Medium,Somme,D,North
2015-Q1,G2015,2015,Q1,561,4,Very High,Alpes-Maritimes,D,South East
2023-Q3,G2023,2023,Q3,49,2,Medium,Haute-Saône,D,East
2024-Q4,G2024,2024,Q4,0,1,Low,Meuse ,D,North East
2015-Q2,G2015,2015,Q2,1142,4,Very High,Grand Est ,R,North East
2019-Q3,G2019,2019,Q3,394,4,Very High, Bretagne,R,North West
2024-Q4,G2024,2024,Q4,0,1,Low, Dordogne,D,South West
2017-Q1,G2017,2017,Q1,55,2,Medium, Haute-Corse,D,South
2014-Q1,G2014,2014,Q1,412,4,Very High,Overseas,O,Nil
2024-Q3,G2024,2024,Q3,206,3,High,Pas-de-Calais ,D,North
2015-Q3,G2015,2015,Q3,170,3,High,Haute-Savoie,D,South East
2022-Q2,G2022,2022,Q2,47,2,Medium,Allier,D,South East
2022-Q1,G2022,2022,Q1,64,2,Medium,Aude,D,South
2022-Q3,G2022,2022,Q3,231,4,Very High,Gironde,D,South West
2014-Q4,G2014,2014,Q4,225,4,Very High,Haute-Savoie,D,South East
2017-Q3,G2017,2017,Q3,92,2,Medium, Côtes-d'Armor,D,North West
2018-Q3,G2018,2018,Q3,230,4,Very High,Seine-et-Marne,D,North Central
2023-Q2,G2023,2023,Q2,123,3,High,Pyrénées-Atlantiques ,D,South West
2020-Q2,G2020,2020,Q2,28,1,Low,Ardèche,D,South East
2021-Q4,G2021,2021,Q4,25,1,Low,Corse-du-Sud,D,South
2017-Q1,G2017,2017,Q1,31,1,Low, Gers,D,South
2024-Q4,G2024,2024,Q4,0,1,Low, Hautes-Pyrénées,D,South
2023-Q3,G2023,2023,Q3,146,3,High, Ille-et-Vilaine ,D,North West
2016-Q1,G2016,2016,Q1,55,2,Medium,Ardèche,D,South East
2018-Q4,G2018,2018,Q4,92,2,Medium, Martinique,C,Nil
2023-Q1,G2023,2023,Q1,61,2,Medium, Cher,D,Central
2015-Q2,G2015,2015,Q2,139,3,High,Haut-Rhin ,D,North East
2022-Q1,G2022,2022,Q1,20,1,Low,Territoire de Belfort,D,East
2022-Q4,G2022,2022,Q4,80,2,Medium, Martinique,C,Nil
2017-Q3,G2017,2017,Q3,81,2,Medium,Eure-et-Loir,D,Central
2019-Q4,G2019,2019,Q4,90,2,Medium, Drôme,D,East
2020-Q4,G2020,2020,Q4,15,1,Low,Creuse,D,South West
2023-Q2,G2023,2023,Q2,125,3,High, Saône-et-Loire,D,East
2024-Q4,G2024,2024,Q4,0,1,Low,Var ,D,South East
2018-Q2,G2018,2018,Q2,1564,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2017-Q1,G2017,2017,Q1,1989,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2018-Q4,G2018,2018,Q4,140,3,High,Charente-Maritime,D,South West
2022-Q3,G2022,2022,Q3,48,2,Medium,Vosges,D,North East
2016-Q2,G2016,2016,Q2,35,1,Low,Hautes-Alpes,D,South East
2024-Q1,G2024,2024,Q1,511,4,Very High,Rhône,D,South East
2023-Q3,G2023,2023,Q3,75,2,Medium,Puy-de-Dôme,D,South East
2021-Q3,G2021,2021,Q3,5434,4,Very High,France,C,Nil
2014-Q3,G2014,2014,Q3,133,3,High, Saône-et-Loire,D,East
2016-Q2,G2016,2016,Q2,258,4,Very High,Val-de-Marne,D,North Central
2015-Q4,G2015,2015,Q4,85,2,Medium,Eure-et-Loir,D,Central
2019-Q3,G2019,2019,Q3,8,1,Low,Lozère ,D,South
2018-Q4,G2018,2018,Q4,229,4,Very High,Hérault ,D,South
2016-Q1,G2016,2016,Q1,73,2,Medium,Allier,D,South East
2021-Q3,G2021,2021,Q3,19,1,Low,Vosges,D,North East
2014-Q3,G2014,2014,Q3,297,4,Very High,Overseas,O,Nil
2021-Q2,G2021,2021,Q2,32,1,Low,Corse,R,South
2016-Q3,G2016,2016,Q3,118,3,High,Maine-et-Loire,D,West
2024-Q2,G2024,2024,Q2,160,3,High,Charente-Maritime,D,South West
2021-Q4,G2021,2021,Q4,140,3,High,Val-de-Marne,D,North Central
2022-Q4,G2022,2022,Q4,108,3,High, Indre-et-Loire,D,South West
2023-Q4,G2023,2023,Q4,156,3,High,Finistère,D,North West
2016-Q3,G2016,2016,Q3,35,1,Low,Corrèze ,D,South West
2020-Q1,G2020,2020,Q1,31,1,Low, Hautes-Pyrénées,D,South
2015-Q1,G2015,2015,Q1,70,2,Medium,Yonne,D,East
2022-Q4,G2022,2022,Q4,64,2,Medium,Somme,D,North
2014-Q4,G2014,2014,Q4,273,4,Very High,Seine-Maritime ,D,North
2018-Q4,G2018,2018,Q4,126,3,High,Maine-et-Loire,D,West
2019-Q3,G2019,2019,Q3,42,1,Low, Jura,D,East
2017-Q4,G2017,2017,Q4,26,1,Low,Haute-Marne,D,North East
2022-Q2,G2022,2022,Q2,20,1,Low, Hautes-Pyrénées,D,South
2018-Q1,G2018,2018,Q1,136,3,High,Gard ,D,South
2021-Q3,G2021,2021,Q3,54,2,Medium, Martinique,C,Nil
2015-Q4,G2015,2015,Q4,23,1,Low,Creuse,D,South West
2014-Q1,G2014,2014,Q1,299,4,Very High, Hauts-de-Seine,D,North Central
2018-Q2,G2018,2018,Q2,99,3,High,Somme,D,North
2016-Q3,G2016,2016,Q3,33,1,Low,Ardèche,D,South East
2020-Q2,G2020,2020,Q2,116,3,High,Val-d'Oise ,D,North Central
2023-Q1,G2023,2023,Q1,23,1,Low,Meuse ,D,North East
2018-Q1,G2018,2018,Q1,280,4,Very High,Isère ,D,South East
2017-Q4,G2017,2017,Q4,165,3,High, Pyrénées-Orientales ,D,South
2015-Q2,G2015,2015,Q2,281,4,Very High,Haute-Garonne,D,South
2022-Q3,G2022,2022,Q3,83,2,Medium,Haut-Rhin ,D,North East
2015-Q3,G2015,2015,Q3,32,1,Low,Corse-du-Sud,D,South
2021-Q1,G2021,2021,Q1,26,1,Low, Haute-Corse,D,South
2015-Q3,G2015,2015,Q3,60,2,Medium,Tarn,D,South
2024-Q1,G2024,2024,Q1,215,3,High,Loire,D,South East
2015-Q4,G2015,2015,Q4,160,3,High,Finistère,D,North West
2023-Q1,G2023,2023,Q1,85,2,Medium,Corse,R,South
2024-Q3,G2024,2024,Q3,63,2,Medium,Aube,D,North East
2014-Q1,G2014,2014,Q1,334,4,Very High, Loire-Atlantique,D,West
2020-Q1,G2020,2020,Q1,127,3,High,Morbihan ,D,North West
2015-Q4,G2015,2015,Q4,224,4,Very High,Hérault ,D,South
2015-Q1,G2015,2015,Q1,126,3,High,Manche,D,North
2023-Q1,G2023,2023,Q1,131,3,High,Maine-et-Loire,D,West
2023-Q4,G2023,2023,Q4,414,4,Very High,Haute-Garonne,D,South
2024-Q1,G2024,2024,Q1,760,4,Very High,Bouches-du-Rhône,D,South East
2017-Q1,G2017,2017,Q1,297,4,Very High, Loire-Atlantique,D,West
2023-Q4,G2023,2023,Q4,97,2,Medium, Meurthe-et-Moselle,D,North East
2016-Q4,G2016,2016,Q4,193,3,High,Gard ,D,South
2019-Q1,G2019,2019,Q1,30,1,Low,Haute-Saône,D,East
2024-Q2,G2024,2024,Q2,1094,4,Very High,Paris,D,North Central
2017-Q1,G2017,2017,Q1,62,2,Medium, Hautes-Pyrénées,D,South
2022-Q1,G2022,2022,Q1,865,4,Very High,Nouvelle-Aquitaine,R,South West
2017-Q4,G2017,2017,Q4,77,2,Medium,Somme,D,North
2023-Q2,G2023,2023,Q2,192,3,High,Moselle,D,North East
2022-Q1,G2022,2022,Q1,72,2,Medium,Somme,D,North
2014-Q3,G2014,2014,Q3,568,4,Very High,Nord,D,North
2024-Q2,G2024,2024,Q2,82,2,Medium, Dordogne,D,South West
2020-Q3,G2020,2020,Q3,32,1,Low, Landes ,D,South West
2020-Q4,G2020,2020,Q4,74,2,Medium,Loire,D,South East
2019-Q3,G2019,2019,Q3,202,3,High,Bas-Rhin,D,North East
2016-Q4,G2016,2016,Q4,501,4,Very High,Nord,D,North
2017-Q3,G2017,2017,Q3,30,1,Low,Aveyron,D,South
2016-Q3,G2016,2016,Q3,28,1,Low, Lot,D,South
2017-Q4,G2017,2017,Q4,249,4,Very High,Val-de-Marne,D,North Central
2019-Q3,G2019,2019,Q3,22,1,Low,Orne,D,North
2020-Q3,G2020,2020,Q3,19,1,Low,Aube,D,North East
2017-Q1,G2017,2017,Q1,634,4,Very High,Seine-Saint-Denis,D,North Central
2020-Q4,G2020,2020,Q4,117,3,High, Loire-Atlantique,D,West
2019-Q4,G2019,2019,Q4,37,1,Low,Aube,D,North East
2016-Q4,G2016,2016,Q4,53,2,Medium,Aube,D,North East
